"","date","location","new_cases_smoothed_per_million","new_deaths_smoothed_per_million","stringency_index","dtw_hclust","covid_risk","covid_risk_std","covid_risk_class","travel_restrictions"
"64",2022-05-12,"South Korea",2.44542543809195,0.0667020523708422,-1.5924,"3",1.3618878174718,1.4757824883201,"High","Low"
"65",2022-05-12,"Spain",0.880016488362284,0.164720452937013,-0.3888,"1",0.472043025745145,0.0886260898142013,"Medium","High"
"66",2022-05-12,"Sri Lanka",-0.351913416925496,-0.320417551309271,-0.7408,"4",0.0409299146517819,-0.583425166869048,"Low","Medium"
"67",2022-05-12,"Sweden",-0.257937420913379,0.0355626326963907,-1.8148,"3",0.564375694097528,0.232561136562752,"Medium","Low"
"68",2022-05-12,"Switzerland",0.45741209402201,-0.0143312101910828,-0.222,"3",0.219342570723986,-0.305302218073936,"Medium","High"
"69",2022-05-12,"Taiwan",7.41709229648376,-0.153750884642604,-1.1852,"4",2.73755174294274,3.62026996990435,"High","Medium"
"70",2022-05-12,"Thailand",0.117809348517965,-0.000176928520877546,-0.648,"4",0.264440605113859,-0.235000040047402,"Medium","Medium"
"71",2022-05-12,"Turkey",-0.279629203573757,-0.292462845010616,-1.0368,"1",0.176885916002895,-0.371486816560195,"Medium","Medium"
"72",2022-05-12,"Uganda",-0.354628244948042,-0.326433121019108,-0.9628,"2",0.115776031680321,-0.466749459931437,"Low","Medium"
"73",2022-05-12,"Ukraine",-0.355199585873691,-0.327494692144374,0.7408,"1",-0.481017115887225,-1.39707510877458,"Low","High"
"74",2022-05-12,"United Arab Emirates",-0.256346102227846,-0.327494692144374,-0.8516,"4",0.107955998879446,-0.478939910038147,"Low","Medium"
"75",2022-05-12,"United Kingdom",0.215577667855363,0.501946213729653,-1.7408,"3",0.843907104244502,0.668315537525591,"High","Low"
"76",2022-05-12,"United States",0.679203573756662,-0.00619249823071478,0.0928,"1",0.182821619185996,-0.362233799936819,"Medium","High"
"77",2022-05-12,"Uruguay",0.0875666244871352,-0.283970276008493,-1.7036,"6",0.530571128753081,0.179864060002613,"Medium","Low"
"78",2022-05-12,"Venezuela",-0.3503719467771,-0.325725406935598,-1.1112,"2",0.169311592742581,-0.383294236317644,"Medium","Medium"
"79",2022-05-12,"Vietnam",-0.222840216265961,-0.320417551309271,-0.3704,"2",-0.047406661137167,-0.721130806624462,"Low","High"
